	company_name	industry_name	industryID	first_date	first_employees_on_platform	first_followers_count	last_date	last_employees_on_platform	last_followers_count	slope1	r_value1	slope2	r_value2	z-score1	z-score2	industry_total
3095	Iridex	Medical Devices	38	2017-02-06 00:00:00	145	1658	2018-07-17 00:00:00	183	2266	36.6873415148291	0.9866410883271953	1.4679913638990233e-05	0.09427808717407728	-0.40161020577591244	0.021987319161587436	124
3108	Radiometer	Medical Devices	38	2017-06-07 00:00:00	1506	11317	2018-07-17 00:00:00	1806	15577	327.4644072840831	0.9990820711130256	-1.2746482693698208e-05	-0.09748484881779249	-0.12438594226064374	-0.34673579733407883	124
3158	Intuitive Surgical	Medical Devices	38	2016-08-19 00:00:00	3086	42059	2018-07-17 00:00:00	4371	60321	766.790387863353	0.9990115435423921	-1.4200203332945653e-07	-0.0029188263640449372	0.2944635329791235	-0.1772799441288485	124
3170	Alcon, A Novartis Division	Medical Devices	38	2016-11-18 00:00:00	15736	168515	2017-09-15 00:00:00	18963	187161	1830.0784125654775	0.999539320010234	-3.176163682904845e-06	-0.0478771880248926	1.3081928612287086	-0.21807150587149193	124
3187	Quotient Limited	Medical Devices	38	2017-01-07 00:00:00	242	1715	2018-07-17 00:00:00	286	2727	51.91661905571562	0.9934463774783437	9.903952609702563e-06	0.056643710648028076	-0.38709074826996115	-0.042221161370064646	124
3194	Cutera, Inc.	Medical Devices	38	2017-06-03 00:00:00	341	7789	2018-07-17 00:00:00	473	10209	185.16903953154508	0.9969007798112557	8.637960515405803e-06	0.0713069980907499	-0.2600490779432061	-0.059241281141017406	124
3219	Amedica Corporation	Medical Devices	38	2016-12-03 00:00:00	61	1711	2018-07-17 00:00:00	64	1936	11.447946496439982	0.9839780897795909	-1.272802094035894e-05	-0.15224398469435496	-0.42567322008907116	-0.34648759574227456	124
3230	HeartWare Inc	Medical Devices	38	2016-11-23 00:00:00	523	10521	2018-07-17 00:00:00	303	11308	31.207911661547318	0.9876167994782288	-1.0048106592243893e-05	-0.22490697487714845	-0.40683424537319296	-0.3104585688737064	124
3249	Cardiovascular Systems, Inc.	Medical Devices	38	2016-12-28 00:00:00	550	11873	2018-07-17 00:00:00	663	15048	137.56926057762306	0.977387902575459	-1.829563382482519e-06	-0.023867169822428903	-0.3054302830567557	-0.19996768160589073	124
3315	iCAD	Medical Devices	38	2017-01-03 00:00:00	232	1115	2018-07-17 00:00:00	273	1430	17.8803730962573	0.9978979792168844	-1.241388516779689e-07	-0.0008800940708332694	-0.41954060188538705	-0.17703978979252347	124
3383	Spacelabs Healthcare	Medical Devices	38	2016-12-08 00:00:00	780	8206	2018-07-17 00:00:00	785	10020	81.96907532077502	0.9915403677832697	6.363868514459898e-06	0.10736479213480768	-0.3584390042513418	-0.08981439324861326	124
3389	Dexela Ltd	Medical Devices	38	2017-11-01 00:00:00	6	124	2018-02-17 00:00:00	6	124	0.0	0.0	0.0	0.0	-0.43658759027105876	-0.17537085510224704	124
3419	RTI Surgical®	Medical Devices	38	2017-01-09 00:00:00	537	3025	2018-07-17 00:00:00	525	4424	74.96779629201164	0.9970121731366075	6.68458872470662e-06	0.05451611006621829	-0.36511396129198415	-0.08550259982118544	124
3427	Microbot Medical	Medical Devices	38	2017-04-08 00:00:00	7	432	2018-07-17 00:00:00	11	576	9.294145620292424	0.9979894867958136	7.534275852242049e-06	0.02712135304685345	-0.42772663465279875	-0.07407932415963946	124
3528	Teleflex Incorporated	Medical Devices	38	2015-09-20 00:00:00	3779	10279	2018-07-17 00:00:00	5428	24979	431.45521721951786	0.9929774357603506	-8.214115975160078e-06	-0.14060123579124487	-0.02524203068549824	-0.2858022222012499	124
3551	Dentsply Sirona	Medical Devices	38	2016-08-23 00:00:00	4075	35655	2018-07-17 00:00:00	6420	55999	810.4984407873051	0.9925328785763174	5.722931930578547e-06	0.08912645149917472	0.3361344011731935	-0.09843120647548069	124
3568	Mesa Laboratories, Inc.	Medical Devices	38	2017-02-13 00:00:00	171	1609	2018-07-17 00:00:00	175	1939	15.828775591495308	0.9858708777566724	4.464914914068298e-06	0.03379428736387879	-0.42149657666552587	-0.11534410853178848	124
3574	OraSure Technologies	Medical Devices	38	2017-07-20 00:00:00	256	2717	2018-07-17 00:00:00	273	3502	72.59997603859225	0.9556043428190379	-9.95928886165335e-05	-0.3285835711550966	-0.36737142002296824	-1.5143072514864215	124
3626	Fonar Corporation	Medical Devices	38	2017-06-03 00:00:00	61	304	2018-07-17 00:00:00	84	365	4.462651267260024	0.9941105036795775	-5.599406206211708e-06	-0.017808686209685783	-0.43233293831761554	-0.2506498119814199	124
3654	Tandem Diabetes Care	Medical Devices	38	2017-04-07 00:00:00	494	7094	2018-07-17 00:00:00	543	10521	212.45772579383214	0.9705820655359636	7.292619141045574e-05	0.4560939199712507	-0.2340322876184663	0.8050558930875655	124
3665	Abaxis, Inc.	Medical Devices	38	2016-11-18 00:00:00	453	3241	2018-07-17 00:00:00	601	4436	56.32053361827746	0.9930909580267253	9.300077732867232e-06	0.09769317551400128	-0.3828920953673997	-0.050339713434258984	124
3671	Wright Medical	Medical Devices	38	2016-11-18 00:00:00	1677	18959	2018-07-17 00:00:00	2419	27860	442.2737140888847	0.9868492262738084	1.287457669104927e-05	0.15741994127580175	-0.014927772169207865	-0.0022838048203912345	124
3687	SeaSpine Inc	Medical Devices	38	2017-02-13 00:00:00	208	2173	2018-07-17 00:00:00	294	5169	180.6221201406909	0.9987361758700263	-7.708460497570583e-05	-0.25679640087018196	-0.26438407037480705	-1.211703716178986	124
3718	Boston Scientific	Medical Devices	38	2016-08-19 00:00:00	20909	183250	2018-07-17 00:00:00	28594	285683	4245.316499162834	0.9971597223929916	1.5300509214403247e-06	0.02958427810990189	3.6108593318447575	-0.15480070300107082	124
3794	Hill-Rom	Medical Devices	38	2016-09-10 00:00:00	4155	25210	2018-07-17 00:00:00	5424	35962	466.8103161552239	0.9954246079318635	5.512596988524423e-06	0.10202704275813276	0.008465205605751706	-0.10125896971500249	124
3878	Smith &amp; Nephew	Medical Devices	38	2016-11-03 00:00:00	8889	105428	2017-01-31 00:00:00	9035	112313	2416.1698580683164	0.9964469502790119	-3.643186407661788e-06	-0.004063507522551489	1.8669672229627896	-0.22435020440912798	124
3931	Atrion Corp	Medical Devices	38	2017-11-01 00:00:00	12	27	2018-02-17 00:00:00	12	27	0.0	0.0	0.0	0.0	-0.43658759027105876	-0.17537085510224704	124
3944	Alcon	Medical Devices	38	2017-09-16 00:00:00	18968	187238	2018-07-17 00:00:00	21138	214086	2654.278439027471	0.9959138472186675	2.492479258764738e-05	0.32832863741890406	2.093977822366283	0.15972045946363386	124
4044	Orthofix	Medical Devices	38	2017-02-17 00:00:00	2827	17215	2018-07-17 00:00:00	2951	23379	374.6772808851233	0.9933905603580578	2.2185128635878677e-05	0.22744399340450266	-0.07937360926298478	0.12288815316304277	124
4062	Abiomed	Medical Devices	38	2016-08-26 00:00:00	647	8263	2018-07-17 00:00:00	1000	14086	239.13855675645874	0.9962494394768563	-3.577221992813981e-06	-0.04923064012280967	-0.2085950211200861	-0.2234633724562364	124
4146	Nevro	Medical Devices	38	2016-09-16 00:00:00	406	5570	2018-07-17 00:00:00	757	15145	411.9007770710292	0.9912324781267814	-3.3111683377330745e-05	-0.16695419829082636	-0.04388505968187711	-0.6205275187487818	124
4158	Viveve, Inc.	Medical Devices	38	2017-06-02 00:00:00	49	437	2018-07-17 00:00:00	111	1228	51.87113434421575	0.9927930946921638	-0.00017203680246780518	-0.19072975818838983	-0.38713411298861045	-2.4882502136738305	124
4179	Baxter International Inc.	Medical Devices	38	2015-09-18 00:00:00	24997	268747	2018-07-17 00:00:00	24210	391223	3104.526940096529	0.9960817263465672	-1.0630356122560566e-06	-0.04515084342724252	2.5232407313151404	-0.18966240836146117	124
4217	Myriad Genetics	Medical Devices	38	2017-02-11 00:00:00	1422	11411	2018-07-17 00:00:00	1609	15119	219.47097354712452	0.9949498802707643	8.42532943742851e-06	0.10736392229849058	-0.2273459197025061	-0.06209991385326244	124
4360	Intersect ENT, Inc	Medical Devices	38	2017-11-01 00:00:00	287	2967	2018-07-17 00:00:00	314	3829	122.62026942619765	0.9625912618372267	0.0003651345026639888	0.07793391806918169	-0.31968251801650605	4.733532601597848	124
4372	Apollo Endosurgery	Medical Devices	38	2017-07-29 00:00:00	221	4603	2018-07-17 00:00:00	259	5423	69.92936473381152	0.9829084629114225	2.632408973288416e-05	0.19354467892745844	-0.36991755704427964	0.17853274519146206	124
4402	Integer Holdings Corp. (formerly Greatbatch Medical)	Medical Devices	38	2017-03-10 00:00:00	1076	8494	2018-07-17 00:00:00	1288	9735	70.5664142986774	0.9973843806076944	1.260357192065319e-07	0.0020993426056645087	-0.3693101996656107	-0.1736764187420382	124
4410	ReWalk Robotics, Inc.	Medical Devices	38	2017-01-09 00:00:00	82	1672	2018-07-17 00:00:00	67	3134	74.76091546439	0.987199019086147	1.6761706280955264e-05	0.09948286043928067	-0.3653111996296127	0.04997514014732208	124
4420	Penumbra, Inc.	Medical Devices	38	2017-05-24 00:00:00	670	4567	2018-07-17 00:00:00	876	6417	134.97917370401166	0.9976005513068843	1.2537232515598252e-05	0.08811099163551847	-0.30789964880290877	-0.006819092438754303	124
4423	Leica Biosystems	Medical Devices	38	2017-06-07 00:00:00	1443	12513	2018-07-17 00:00:00	1874	17822	380.74882421434233	0.9899926643903146	2.4397270834260655e-05	0.1812648638202222	-0.07358505395381376	0.15262840615234324	124
4470	Accuray	Medical Devices	38	2016-11-27 00:00:00	925	12991	2018-07-17 00:00:00	1000	18617	290.0803687165709	0.9837184825200742	2.522222148841832e-05	0.27577342390540793	-0.1600275515178509	0.16371912228093705	124
4497	ViewRay, Inc.	Medical Devices	38	2017-06-02 00:00:00	113	2182	2018-07-17 00:00:00	161	3168	75.67019686341737	0.995672337278726	2.2491070610731186e-05	0.11340062037721015	-0.3644442988459948	0.12700126656905025	124
4635	iRhythm Technologies, Inc.	Medical Devices	38	2017-05-24 00:00:00	281	5003	2018-07-17 00:00:00	440	9657	341.00739339757956	0.9951792721631821	-4.7078670420792895e-05	-0.17448824579448965	-0.11147417997574985	-0.8083010391285602	124
4678	Invuity, Inc.	Medical Devices	38	2017-10-31 00:00:00	177	2585	2018-07-17 00:00:00	184	3088	64.05534163315966	0.9931411591728455	0.0002306535358343208	0.09333430721197115	-0.37551779832755233	2.925557518131064	124
4801	BIOLASE, Inc.	Medical Devices	38	2016-12-24 00:00:00	234	3992	2018-07-17 00:00:00	390	4978	50.209987738513796	0.9952101707899323	3.2834397617078107e-06	0.04226561141144338	-0.3887178353607251	-0.1312279743870096	124
4832	CAE Healthcare	Medical Devices	38	2016-09-12 00:00:00	253	3091	2018-07-17 00:00:00	318	4983	82.91224455450572	0.9888753575078693	1.9245284159480786e-05	0.1984145396494989	-0.35753979510807754	0.08336460058978555	124
4935	Biomet	Medical Devices	38	2017-11-01 00:00:00	3156	47915	2018-02-17 00:00:00	3146	47977	1.5416586617806285	0.2255829548579176	-3.0364915845606865e-05	-0.20741810386814344	-0.43511778663997314	-0.5835997112344119	124
4982	Stryker	Medical Devices	38	2015-09-17 00:00:00	17492	213421	2018-07-17 00:00:00	40874	411913	5614.450610107464	0.9976018053549726	-5.153591575487681e-06	-0.11878121621243158	4.916179593455261	-0.24465623710465023	124
4987	STAAR Surgical	Medical Devices	38	2017-02-13 00:00:00	264	3320	2018-07-17 00:00:00	444	5031	105.66162211055676	0.9918013679436953	2.2452973486626215e-05	0.14169756395141106	-0.33585074125603925	0.12648908515961133	124
5011	NeuroMetrix, Inc.	Medical Devices	38	2017-07-15 00:00:00	76	1579	2018-07-17 00:00:00	75	1839	22.083601651371826	0.9965200326179581	-1.8960870790229418e-05	-0.10557265418046571	-0.4155332812340994	-0.43028263003756256	124
6	Selective Insurance	Insurance	36	2017-04-12 00:00:00	1921	9677	2018-07-17 00:00:00	2100	12347	156.2675875151213	0.9842095092986418	-2.7771742007921983e-05	-0.25452052270038883	-0.24013022640252038	-0.20318013720420022	120
24	Heritage Property & Casualty Insurance	Insurance	36	2016-12-16 00:00:00	100	849	2017-01-10 00:00:00	105	870	18.9846153846097	0.9397967390845938	0.0005045118369459378	0.096200862593219	-0.3984140677582789	1.7527250682707025	120
42	Unum	Insurance	36	2015-09-20 00:00:00	6857	18980	2018-07-17 00:00:00	8702	31123	347.51350191539893	0.9991114560555859	-4.180775846342554e-06	-0.11987700522451578	-0.019628459103277457	-0.11649383812974537	120
84	American Equity	Insurance	36	2017-07-14 00:00:00	289	1313	2018-07-17 00:00:00	348	1878	50.3115307606145	0.9945829473680072	9.609899682450605e-06	0.022882880313866302	-0.362294916004871	-0.06581924451031675	120
91	AXIS Capital	Insurance	36	2016-08-26 00:00:00	1148	11176	2018-07-17 00:00:00	1584	15243	154.78334428948733	0.9890737101093422	5.788307634808812e-06	0.08371681304181304	-0.24184152180655827	-0.07986189409547707	120
155	W. R. Berkley Corporation	Insurance	36	2016-12-21 00:00:00	661	7658	2018-07-17 00:00:00	4055	13585	285.6458285964261	0.988930667432945	2.1246164462387627e-05	0.11753525661842408	-0.09096034270615104	-0.02306115135235373	120
227	Avon-Dixon Insurance Agency	Insurance	36	2016-11-23 00:00:00	39	37	2018-07-17 00:00:00	20	55	0.7878609071902106	0.9797511701306373	-1.687414632136742e-05	-0.023907230382614823	-0.4193944716218795	-0.16313632414428136	120
244	UFG Insurance 	Insurance	36	2017-07-29 00:00:00	798	2971	2018-07-17 00:00:00	822	3597	50.82071899197786	0.997858422521233	4.311493973024845e-06	0.025437503837445627	-0.36170783467947026	-0.08528852689575382	120
318	Arthur J. Gallagher & Co.	Insurance	36	2015-09-19 00:00:00	8452	44707	2017-10-10 00:00:00	11144	66664	862.6124792090677	0.9980162465116016	-1.566489856690965e-05	-0.10286885608139333	0.5742678088690839	-0.158692876945889	120
332	RBC Insurance	Insurance	36	2017-07-05 00:00:00	2476	12362	2018-07-17 00:00:00	2722	13713	107.96967827872712	0.9929747945828798	1.5363752677204643e-05	0.22509427459816367	-0.2958165106135043	-0.04467639609463733	120
339	Aon France	Insurance	36	2016-08-19 00:00:00	321	4351	2018-05-28 00:00:00	484	8129	161.9534580327722	0.9514695021849092	5.308929511643523e-05	0.3249207338434669	-0.23357455957058693	0.09394817876314093	120
381	The Navigators Group, Inc.	Insurance	36	2017-02-17 00:00:00	610	7825	2018-07-17 00:00:00	672	10128	138.3634989136765	0.993532174469675	8.208853405772545e-06	0.046364640262030174	-0.2607731938137765	-0.0709674658983438	120
418	AMERISAFE, Inc.	Insurance	36	2017-05-26 00:00:00	299	1255	2018-07-17 00:00:00	309	1406	10.146426321975039	0.9898418576830049	-1.6953514881985956e-05	-0.11762879590888102	-0.4086042792153293	-0.16342796827346895	120
461	Federated National Insurance Company	Insurance	36	2017-01-01 00:00:00	130	645	2018-07-17 00:00:00	124	995	18.430373530910703	0.9993908690459916	-2.533667048256838e-05	-0.11313852913045995	-0.39905309478604617	-0.194232333325855	120
479	CNA Insurance	Insurance	36	2015-09-23 00:00:00	5335	29178	2018-07-17 00:00:00	5896	47254	461.0090830460187	0.9907837268855202	-7.310381252346704e-06	-0.2011048033455108	0.11122911397709125	-0.12799374484622988	120
486	Genworth	Insurance	36	2017-07-04 00:00:00	4798	23147	2018-07-17 00:00:00	5080	24880	141.7924886537939	0.9943451654617117	-6.507200401213491e-06	-0.14285072537418925	-0.2568196542042226	-0.1250424127559995	120
590	Kingstone Companies, Inc.	Insurance	36	2017-11-01 00:00:00	6	30	2018-02-17 00:00:00	6	30	0.0	0.0	0.0	0.0	-0.42030285558901526	-0.10113134797580062	120
618	Brown &amp; Brown Insurance	Insurance	36	2016-11-03 00:00:00	2760	8887	2016-12-22 00:00:00	2773	9078	121.26420597403747	0.9825439296093442	0.0011563774596507648	0.3661888181267226	-0.2804882519083844	4.1480410523263185	120
691	Horace Mann	Insurance	36	2016-12-16 00:00:00	1016	7368	2018-07-17 00:00:00	1172	9643	116.91426448286867	0.9774797169984617	1.958258252997032e-05	0.26002252357234196	-0.285503625907138	-0.029174074406910448	120
705	Allstate Canada	Insurance	36	2016-08-19 00:00:00	819	4446	2018-07-17 00:00:00	995	7100	108.04881759452353	0.9979094061963923	0.00016694987241658676	0.05698511712926357	-0.2957252649570901	0.512335115060209	120
706	Third Point Reinsurance Ltd (TPRE)	Insurance	36	2017-11-01 00:00:00	10	100	2018-02-17 00:00:00	10	100	0.0	0.0	0.0	0.0	-0.42030285558901526	-0.10113134797580062	120
717	Aspen Insurance Group	Insurance	36	2016-09-16 00:00:00	1006	11681	2018-07-17 00:00:00	1148	17268	236.813738608884	0.9962962142297628	-2.6872863978825575e-05	-0.2959692735053129	-0.14726252399422915	-0.19987716058475977	120
723	National General Insurance	Insurance	36	2017-02-11 00:00:00	2507	9701	2018-07-17 00:00:00	3368	13254	200.82509626789806	0.9932204178097724	1.3911304316237573e-05	0.16404961553348266	-0.18875653061796616	-0.050013497260678066	120
760	Anthem, Inc.	Insurance	36	2015-09-17 00:00:00	17958	53851	2018-07-17 00:00:00	41616	107766	1455.9961923124504	0.976900030534215	1.2000160403205169e-05	0.31447437602036593	1.2584244238544906	-0.0570361003912469	120
775	Great American Insurance	Insurance	36	2016-08-23 00:00:00	2416	16096	2016-09-12 00:00:00	2414	16301	275.33766233764436	0.9857368575473038	-0.0002206543298629924	-0.08469662617687561	-0.10284540119120958	-0.9119377854725582	120
795	VacantExpress.com® (J.H. Ferguson & Associates)	Insurance	36	2017-07-02 00:00:00	3	113	2018-07-17 00:00:00	4	135	1.5259517006704906	0.9539511198046872	-9.48798257434215e-05	-0.14550548983351141	-0.418543471353978	-0.4497724716242838	120
806	Aflac	Insurance	36	2015-09-17 00:00:00	13181	59480	2018-07-17 00:00:00	18754	95918	1058.3670515972358	0.9934459570162033	1.1176197111647224e-06	0.03776322599404212	0.7999679463274765	-0.09702459304808957	120
905	China Life Insurance Co.Ltd	Insurance	36	2016-08-19 00:00:00	12249	16712	2018-07-17 00:00:00	33899	33601	739.5297233815332	0.9971000568177005	-5.8035095413898695e-05	-0.5308085512891048	0.4323564625841714	-0.3143844891742757	120
938	James River Insurance Company	Insurance	36	2017-01-28 00:00:00	307	1609	2018-07-17 00:00:00	443	4945	191.73757162889453	0.9600079177199059	0.00014621244569056364	0.2890399462441461	-0.1992342197731013	0.43613430315220364	120
1000	Elliott Wilson Insurance	Insurance	36	2016-11-23 00:00:00	0	16	2016-12-01 00:00:00	0	16	0.0	0.0	0.0	0.0	-0.42030285558901526	-0.10113134797580062	120
1034	XL Catlin	Insurance	36	2015-09-18 00:00:00	6263	32934	2018-07-17 00:00:00	8033	67991	954.0027902888544	0.9983578403311325	-1.2277362864876037e-05	-0.263065375904508	0.679638557155727	-0.14624519120972249	120
1065	American National	Insurance	36	2016-09-15 00:00:00	2446	6856	2018-07-17 00:00:00	3212	9684	128.3147959318254	0.9977386658625558	-4.4309330436922447e-07	-0.006412654349668607	-0.2723590976147109	-0.10275951862541964	120
1090	Amerisafe, Inc.	Insurance	36	2016-11-18 00:00:00	286	1168	2017-05-25 00:00:00	300	1254	14.766545004334938	0.9730189261979602	-4.0019226327042297e-05	-0.09469436735727546	-0.4032773976566447	-0.24818419008296874	120
1142	HCI Group Inc	Insurance	36	2017-10-31 00:00:00	16	40	2018-02-17 00:00:00	16	42	0.06958575647822798	0.2896543952126815	-0.0011170029078273283	-0.2905828983140916	-0.42022262494811286	-4.205619797993261	120
